0 	 0.141285 
1 	 0.019987 
2 	 0.020008 
3 	 0.019979 
4 	 0.019950 
5 	 0.019924 
6 	 0.019947 
7 	 0.019938 
8 	 0.020040 
9 	 0.019922 
10 	 0.019993 
11 	 0.020008 
12 	 0.019920 
13 	 0.020014 
14 	 0.019913 
15 	 0.019948 
16 	 0.019981 
17 	 0.019969 
18 	 0.019979 
19 	 0.020012 
20 	 0.019955 
21 	 0.019982 
22 	 0.019964 
23 	 0.019969 
24 	 0.019983 
25 	 0.019900 
26 	 0.019967 
27 	 0.019953 
28 	 0.020002 
29 	 0.019994 
30 	 0.020007 
31 	 0.019939 
32 	 0.020023 
33 	 0.019858 
34 	 0.020004 
35 	 0.019957 
36 	 0.019939 
37 	 0.020006 
38 	 0.019972 
39 	 0.020016 
40 	 0.019944 
41 	 0.019957 
42 	 0.019951 
43 	 0.019939 
44 	 0.019901 
45 	 0.020002 
46 	 0.019904 
47 	 0.019999 
48 	 0.019932 
49 	 0.019963 
50 	 0.019972 
51 	 0.019962 
52 	 0.019894 
53 	 0.019995 
54 	 0.019933 
55 	 0.019971 
56 	 0.019999 
57 	 0.019962 
58 	 0.020011 
59 	 0.019944 
60 	 0.019997 
61 	 0.019921 
62 	 0.019935 
63 	 0.019982 
64 	 0.020000 
65 	 0.019898 
66 	 0.020002 
67 	 0.019955 
68 	 0.020011 
69 	 0.019994 
70 	 0.019966 
71 	 0.019998 
72 	 0.019916 
73 	 0.020004 
74 	 0.019960 
75 	 0.019913 
76 	 0.020006 
77 	 0.019969 
78 	 0.019920 
79 	 0.019990 
80 	 0.019885 
81 	 0.019947 
82 	 0.019969 
83 	 0.019930 
84 	 0.019992 
85 	 0.019959 
86 	 0.019961 
87 	 0.020030 
88 	 0.019956 
89 	 0.019997 
90 	 0.019960 
91 	 0.019894 
92 	 0.019965 
93 	 0.019930 
94 	 0.019965 
95 	 0.019912 
