0	0.137864
1	0.000000
2	0.061127
3	0.000000
4	0.022191
5	0.000000
6	0.004657
7	0.000000
8	0.002749
9	0.000000
10	0.002833
11	0.000000
12	0.002976
13	0.000000
14	0.003056
15	0.000000
16	0.003044
17	0.000000
18	0.002821
19	0.000000
20	0.002673
21	0.000000
22	0.002574
23	0.000000
24	0.002813
25	0.000000
26	0.003040
27	0.000000
28	0.003378
29	0.000000
30	0.003315
31	0.000000
32	0.003478
33	0.000000
34	0.003406
35	0.000000
36	0.003486
37	0.000000
38	0.003327
39	0.000000
40	0.003490
41	0.000000
42	0.003434
43	0.000000
44	0.003359
45	0.000000
46	0.003450
47	0.000000
48	0.003235
49	0.000000
50	0.003072
51	0.000000
52	0.002865
53	0.000000
54	0.002661
55	0.000000
56	0.002478
57	0.000000
58	0.002717
59	0.000000
60	0.002865
61	0.000000
62	0.003108
63	0.000000
64	0.002737
65	0.000000
66	0.002566
67	0.000000
68	0.002518
69	0.000000
70	0.002470
71	0.000000
72	0.002470
73	0.000000
74	0.002649
75	0.000000
76	0.002777
77	0.000000
78	0.002677
79	0.000000
80	0.002685
81	0.000000
82	0.002924
83	0.000000
84	0.003008
85	0.000000
86	0.003100
87	0.000000
88	0.003048
89	0.000000
90	0.003060
91	0.000000
92	0.002960
93	0.000000
94	0.003072
95	0.000000
96	0.002952
97	0.000000
98	0.003052
99	0.000000
100	0.002769
101	0.000000
102	0.002876
103	0.000000
104	0.002940
105	0.000000
106	0.002956
107	0.000000
108	0.003430
109	0.000000
110	0.003502
111	0.000000
112	0.003398
113	0.000000
114	0.002940
115	0.000000
116	0.002566
117	0.000000
118	0.002470
119	0.000000
120	0.002394
121	0.000000
122	0.002175
123	0.000000
124	0.002251
125	0.000000
126	0.002267
127	0.000000
128	0.002363
129	0.000000
130	0.002546
131	0.000000
132	0.002474
133	0.000000
134	0.002367
135	0.000000
136	0.002263
137	0.000000
138	0.002104
139	0.000000
140	0.002327
141	0.000000
142	0.002514
143	0.000000
144	0.002378
145	0.000000
146	0.002394
147	0.000000
148	0.002394
149	0.000000
150	0.002614
151	0.000000
152	0.002602
153	0.000000
154	0.002486
155	0.000000
156	0.002343
157	0.000000
158	0.002191
159	0.000000
160	0.002108
161	0.000000
162	0.002080
163	0.000000
164	0.002470
165	0.000000
166	0.002606
167	0.000000
168	0.002753
169	0.000000
170	0.002757
171	0.000000
172	0.002689
173	0.000000
174	0.002633
175	0.000000
176	0.002426
177	0.000000
178	0.002307
179	0.000000
180	0.002494
181	0.000000
182	0.002805
183	0.000000
184	0.002677
185	0.000000
186	0.002359
187	0.000000
188	0.002263
189	0.000000
190	0.002183
191	0.000000
192	0.002151
193	0.000000
194	0.002247
195	0.000000
196	0.002410
197	0.000000
198	0.003135
199	0.000000
200	0.003402
201	0.000000
202	0.003438
203	0.000000
204	0.003123
205	0.000000
206	0.002829
207	0.000000
208	0.002701
209	0.000000
210	0.002749
211	0.000000
212	0.002876
213	0.000000
214	0.003076
215	0.000000
216	0.003108
217	0.000000
218	0.003092
219	0.000000
220	0.002745
221	0.000000
222	0.002386
223	0.000000
224	0.002247
225	0.000000
226	0.002263
227	0.000000
228	0.002677
229	0.000000
230	0.002880
231	0.000000
232	0.002809
233	0.000000
234	0.003151
235	0.000000
236	0.003076
237	0.000000
238	0.002705
239	0.000000
240	0.002446
241	0.000000
242	0.002386
243	0.000000
244	0.002299
245	0.000000
246	0.002259
247	0.000000
248	0.002207
249	0.000000
